war,tl
Ayaw itugot nga adton iyo gintatagad nga maupay pagtamayon han iba.,Huwag nga ninyong hayaan na ang inyong kabutihan ay masabing masama.
"Kay diri hiunong hin pagkaon ngan pag-inom an Ginhadian han Dyos, kundi hiunong hin pagkamatadong, kalinaw, ngan kalipay nga ihinahatag han Espiritu Santo.","Sapagkat ang kaharian ng Diyos ay hindi ang pagkain at pag-inom, kundi ang pagiging matuwid, kapayapaan, at ang kagalakan sa Espiritu Santo."
Ngan nalilipayan han Dyos ngan naruruyagan han mga tawo an bisan hin-o nga nag-aalagad kan Cristo hin sugad hini nga paagi.,"Sapagkat ang naglilingkod nang ganito kay Cristo ay kalugud-lugod sa Diyos, at tinatanggap ng mga tao."
Sanglit kinahanglan dayuday talinguhaon ta an mga butang nga nagdadara hin kalinaw ngan nakakaparig-on han tagsa tagsa ha aton.,"Kaya nga sundin natin ang mga bagay na magbubunga ng kapayapaan, at ang mga bagay na makapagpapatibay sa isa't isa."
"Ayaw pagbungkaga an ginbuhat han Dyos tungod la hin pagkaon. Mahihimo kaonon an ngatanan nga pagkaon, kundi sayop an pagkaon hin bisan ano nga magigin tinikangan hin pakasala han iba.",Huwag mong wasakin ang gawa ng Diyos dahil sa pagkain. Tunay na ang lahat ng mga bagay ay malilinis; gayunman ay masama para sa iyo na sa pamamagitan ng iyong kinakain ay matisod ang iba.
"An angay buhaton amo an diri na la pagkaon hin karne, pag-inom hin bino, o pagbuhat hin bisan ano nga makakapasala han iyo bugto.","Mabuti ang hindi kumain ng karne, ni uminom ng alak, ni gumawa ng anuman na ikatitisod ng iyong kapatid."
Sanglit tipigi ha iyo kalugaringon ngan sa Dyos an iyo tinutoohan mahitungod hini nga butang. Malipayon an tawo nga diri naabat hin pakasala kon an iya ginbubuhat matadong para ha iya!,Ang paniniwalang nasa iyo ay taglayin mo sa iyong sarili sa harapan ng Diyos. Mapalad ang hindi humahatol sa kanyang sarili dahil sa bagay na kanyang sinasang-ayunan.
"Kundi kon may niya pagruhaduha mahitungod han iya kinakaon, sisirotan hiya han Dyos kon kumaon hiya, kay diri pinasikad hin pagtoo an iya buhat. Ngan sala an bisan ano nga diri pinasikad hin pagtoo.","Ngunit ang nag-aalinlangan ay hinahatulan kung kumakain, sapagkat hindi batay sa pananampalataya; at ang anumang hindi batay sa pananampalataya ay kasalanan."
"Kita nga magdig-on an pagtoo kinahanglan bumulig hadton magluya hin pagpas-an han ira magbug-at nga mga darad-on, ngan diri magpahalipay han aton la kalugaringon.","Kaya't tayong malalakas ay nararapat magtiis sa kahinaan ng mahihina, at hindi upang magbigay-lugod sa ating mga sarili."
"Lugod magpahalipay kita ngatanan han aton kabugtoan tungod han ira kaupayan, basi magmarig-on an ira pagtoo.","Bawat isa sa atin ay magbigay-lugod sa kanyang kapwa para sa kanyang kabutihan, tungo sa ikatitibay niya."
"Kay waray hi Cristo magpahalipay han iya la kalugaringon. Lugod, sumala han siring han Kasuratan, “An mga pagtamay nga iginyubit ha imo nahinganhi ha akon.”","Sapagkat si Cristo man ay hindi nagbigay-lugod sa kanyang sarili; kundi gaya ng nasusulat, “Ang mga pag-alipusta ng mga umaalipusta sa iyo ay nahulog sa akin.”"
"Iginsurat an ngatanan nga nahisurat ha Kasuratan hin pagtutdo ha aton, basi mamay-ada unta naton paglaom pinaagi han pagpailob ngan pagpadasig nga iginhatag ha aton han Kasuratan.","Sapagkat ang anumang mga bagay na isinulat noong una ay isinulat upang tayo ay matuto, upang sa pamamagitan ng pagtitiyaga at sa pagpapasigla ng mga kasulatan ay magkaroon tayo ng pag-asa."
"Hinaot unta nga an Dyos nga burabod han pagpailob ngan pagpadasig, an mag-usa han iyo panhunahuna, pinaagi hin pagsunod han susbaranan ni Cristo Jesus,","Ngayon, ipagkaloob nawa ng Diyos ng pagtitiis at kaaliwan, na kayo ay magkaisa ng pag-iisip sa isa't isa ayon kay Cristo Jesus,"
basi mag-urusa unta kamo ngatanan hin pagdayaw han Dyos nga Amay han aton Ginoo Jesu-Cristo.,upang kayo na may isang pag-iisip sa pamamagitan ng isang bibig ay luwalhatiin ninyo ang Diyos at Ama ng ating Panginoong Jesu-Cristo.
"Sanglit tungod han himaya han Dyos, karawata an iyo igkasi mga magtinuohon sugad han pagkarawat ni Cristo ha iyo.","Kaya't tanggapin ninyo ang isa't isa, gaya naman ni Cristo na tinanggap kayo sa ikaluluwalhati ng Diyos."
"Kay nagsusumat ako ha iyo nga nagin surugoon hi Cristo tungod han mga Judiyo pagpakita nga matinumanon an Dyos, basi an mga saad han Dyos ngadto han mga Patriyarka matuman,","Sapagkat sinasabi ko na si Cristo ay naging lingkod sa pagtutuli upang ipakita ang katotohanan ng Diyos, upang kanyang mapagtibay ang mga pangako sa mga ninuno,"
"ngan basi liwat makahimo an mga Hentil hin pagdayaw han Dyos tungod han iya kalooy. Sumala han siring han Kasuratan,","at upang ang mga Hentil ay lumuwalhati sa Diyos dahil sa kanyang kahabagan, gaya ng nasusulat,"
"“Sanglit pagdadayawon ko ikaw dida han mga Hentil,","“Kaya't ikaw ay aking pupurihin sa gitna ng mga Hentil, at aawit ako ng papuri sa iyong pangalan.”"
magkakanta ako hin mga pagdayaw ha imo.”,"At muling sinasabi niya,"
"Nasiring liwat,","“Magalak kayo, kayong mga Hentil, kasama ng kanyang bayan.”"
"“Paglipay kamo, mga Hentil, upod han pinili nga mga tawo han Dyos!”","At muli,"
"Ngan nasiring pa,","“Purihin ninyo ang Panginoon, kayong lahat ng mga Hentil; at purihin siya ng lahat ng mga bayan.”"
"“Dayawa an Ginoo, ngatanan kamo nga mga Hentil;","At muli, sinasabi ni Isaias,"
"dayawa hiya, ngatanan kamo nga mga tawo!”","“Darating ang ugat ni Jesse,"
"Ngan nasiring liwat hi Isaias,",siya ang babangon upang maghari sa mga Hentil;
“Maabot in usa nga tulin ni Isai;,sa kanya aasa ang mga Hentil.”
"makanhi hiya hin paghadi han mga Hentil,","Puspusin nawa kayo ng Diyos ng pag-asa, ng buong kagalakan at kapayapaan sa pananampalataya, upang kayo'y sumagana sa pag-asa sa pamamagitan ng kapangyarihan ng Espiritu Santo."
ngan aada ha iya an ira paglaom.”,"At ako naman sa aking sarili ay naniniwalang lubos tungkol sa inyo, mga kapatid ko, na kayo man ay punung-puno ng kabutihan, pinuspos ng lahat ng kaalaman, na may kakayahang magturo sa isa't isa."
"Pun-on unta kamo han Dyos nga burabod han paglaom, han ngatanan nga kalipay ngan kalinaw, pinaagi han iyo pagtoo ha iya, basi magpadayon hin pagtubo an iyo paglaom pinaagi han gahom han Espiritu Santo.","Ngunit sa ibang bahagi ay sinulatan ko kayong may katapangan bilang pagpapaalala sa inyo, dahil sa biyayang sa akin ay ibinigay ng Diyos,"
"Kabugtoan ko: waray ko pagruhaduha nga puno kamo hin pagkamaupay, nga puno kamo han ngatanan nga hibaro, ngan nakakahimo kamo hin pagtutdo han tagsatagsa ha iyo.","upang ako'y maging ministro ni Cristo Jesus sa mga Hentil, na naglilingkod sa banal na gawain sa ebanghelyo ng Diyos, upang ang paghahandog ng mga Hentil ay maging kalugud-lugod, yamang ito'y ginawang banal ng Espiritu Santo."
Kundi dida hini nga surat nagmaisog ako mahitungod hin mga butang nga akon iginpahinumdom ha iyo. Nagmaisog ako tungod kay iginhatag ha akon han Dyos an talagsaon nga higayon,"Kay Cristo Jesus, kung magkagayon, ay mayroon akong dahilan upang ipagmalaki ang tungkol sa aking gawain para sa Diyos."
"hin ka surugoon ni Cristo Jesus ha pag-alagad para han mga Hentil. Nag-aalagad ako sugad hin padi hin pagwali han Maupay nga Sumat nga tikang sa Dyos, basi an mga Hentil magin halad nga kakarawaton han Dyos ngan itinubyan ha iya pinaagi han Espiritu Santo.","Sapagkat hindi ako mangangahas magsalita ng anumang bagay, maliban sa mga ginawa ni Cristo sa pamamagitan ko, upang sumunod ang mga Hentil, sa salita at sa gawa,"
"Sanglit dida han pakig-usa ko kan Cristo Jesus, makakaparayaw ako han akon pag-alagad para han Dyos.","sa kapangyarihan ng mga tanda at ng mga kababalaghan, sa kapangyarihan ng Espiritu ng Diyos; kaya't buhat sa Jerusalem at sa palibot-libot hanggang sa Ilirico, ay aking ipinangaral na lubos ang ebanghelyo ni Cristo."
"Magmamaisog ngan maghihimangraw ako mahitungod la han mga butang nga nahimo ni Cristo pinaagi ha akon hin pagtugway han mga Hentil ha pagsugot han Dyos. Gintuman ini niya pinaagi hin mga pulong ngan mga buhat,","Kaya't ginawa kong mithiin na maipangaral ang ebanghelyo hindi doon sa naipakilala na si Cristo, upang hindi ako makapagtayo sa ibabaw ng pinagsaligan ng iba,"
"pinaagi han gahom hin orosahon nga mga tigaman ngan mga milagro, ngan pinaagi han gahom han Espiritu han Dyos. Sanglit ha paglakaton ko tikang ha Jerusalem ngadto ha Ilirico, iginsangyaw ko hin hingpit an Maupay nga Sumat mahitungod kan Cristo.","kundi, gaya ng nasusulat,"
"An akon dayuday nga tinguha amo an pagsangyaw han Maupay nga Sumat ha mga dapit nga waray pa hibatii hi Cristo, basi diri ako magtukod dida han patukoranan nga iginbutang na hin iba nga tawo.","“Silang hindi pa nabalitaan tungkol sa kanya ay makakakita, at silang hindi pa nakarinig ay makakaunawa.”"
"Sumala han siring han Kasuratan,",Ito ang dahilan kaya't madalas akong nahahadlangan sa pagpunta sa inyo.
"“Makakakita adton waray kasumati hiunong ha iya,","Subalit ngayon, yamang ako ay wala nang lugar para sa gawain sa mga lupaing ito, at yamang matagal ko nang nais na pumunta sa inyo,"
ngan makakasabot adton waray makabati.”,"inaasahan kong makikita ko kayo sa aking paglalakbay patungo sa Espanya, at ako'y tutulungan ninyo patungo doon, pagkatapos makasama kayo na may kasiyahan nang kaunting panahon."
Tungod hini waray ako hinanayon hin pagkada ha iyo.,"Ngunit ngayon, ako'y patungong Jerusalem, upang maglingkod sa mga banal."
"Kundi yana nga nahuman na an akon buruhaton didi hini nga mga dapit, ngan tungod han akon pagtalinguha hin pagduaw ha iyo sulod hin damo nga mga tuig,",Sapagkat minabuti ng Macedonia at ng Acaia na gumawa ng isang ambagang laan sa mga dukha sa mga banal na nasa Jerusalem.
"naglalaom ako nga mahihimo ko na ini yana. Karuyag ko makigkita ha iyo ha akon paghapit ha iyo tipakadto ha España, ngan iyo unta ako buligan nga mahinayon ako hin pagkadto didto katapos ko pagpahimulos hin pagduaw ha iyo hin halipot nga panahon.","Ito'y kalugud-lugod sa kanila; at sila ay may utang na loob sa kanila, sapagkat kung ang mga Hentil ay naging mga kabahagi sa kanilang mga bagay na espirituwal, nararapat naman nilang paglingkuran ang mga iyon sa mga bagay na ayon sa laman."
Kundi ito yana tipakadto ako ha Jerusalem hin pag-alagad han mga magtinuohon didto.,"Kapag nagampanan ko na ito, at aking maibigay na sa kanila ang nalikom, magdaraan ako sa inyo patungong Espanya."
Kay nagkasarabot an mga singbahan ha Macedonia ug Acaya hin paghatag hin mga halad ha pagbulig han mga kablas nga mga magtinuohon didto ha Jerusalem.,"At nalalaman ko na pagpunta ko sa inyo, ay darating akong puspos ng pagpapala ng ebanghelyo ni Cristo."
"Ira gud la adto nga pagkasarabot. Kundi kon baga sidngon, may-ada nira katungdanan hin pagbulig hito nga mga kablas; tungod kay nagpaangbit an mga Judiyo han ira espirituhanon nga mga kaupayan ha mga Hentil, sanglit an mga Hentil kinahanglan maggamit han ira tunan-on nga mga kaupayan hin pagbulig han mga Judiyo.","Ngayo'y isinasamo ko sa inyo, mga kapatid, alang-alang sa ating Panginoong Jesu-Cristo, at sa pag-ibig ng Espiritu, na kayo'y magsikap na kasama ko sa inyong mga panalangin sa Diyos para sa akin,"
"Kon mahuman ko na ini nga buruhaton, ngan mahatag ko na ha ira an ngatanan nga kwarta nga gintirok para ha ira, mapakadto na ako ha España, ngan maduaw ako ha iyo ha akon paghapit ha iyo tipakadto.","upang ako'y mailigtas sa mga hindi sumasampalataya na nasa Judea, at upang ang aking pamamahagi sa Jerusalem ay maging kalugud-lugod sa mga banal;"
"Kon kumada ako ha iyo, maaram ako nga maabot ako dara an bug-os nga bendisyon ni Cristo.","upang sa pamamagitan ng kalooban ng Diyos, ako'y makarating sa inyo na may kagalakan, at makapagpahingang kasama ninyo."
"Inaaghat ko kamo, kabugtoan, pinaagi han aton Ginoo Jesu-Cristo ngan pinaagi han gugma nga ihinahatag han Espiritu: duyogi ako niyo hin kinasingkasing nga pag-ampo sa Dyos para ha akon.","Ngayon, ang Diyos ng kapayapaan ay sumainyo nawang lahat. Amen."
"Iginpapakilala ko ha iyo hi Febe nga aton bugto nga babaye, nga nag-ataman han singbahan ha Cencrea.","Ipinagtatagubilin ko sa inyo si Febe na ating kapatid na babae, na lingkod sa iglesya na nasa Cencrea,"
"Karawata niyo hiya ha ngaran han Ginoo, sugad han angay nga pagkarawat han mga magtinuohon, ngan ihatag ha iya an bisan ano nga bulig nga iya pagkinahanglanon ha iyo; kay damo an iya nabuligan, lakip ako.","upang tanggapin ninyo siya sa Panginoon, ayon sa nararapat sa mga banal, at tulungan ninyo siya sa anumang bagay na kakailanganin niya sa inyo, sapagkat siya nama'y naging katulong ng marami, at ng aking sarili."
"Ipangumosta ako kanda Priscila ug Aquila, an mga nagbulig ha akon ha pag-alagad kan Cristo Jesus,","Batiin ninyo si Priscila at si Aquila na aking mga kamanggagawa kay Cristo Jesus,"
"nga nahingada hin dako nga kataragman an ira kinabuhi tungod ha akon. Nagpapasalamat ako ha ira, ngan diri ako la, kundi sugad man an ngatanan nga mga singbahan nga Hentil.","na ipinain ang kanilang leeg para sa aking buhay, sa kanila'y hindi lamang ako ang nagpapasalamat, kundi pati ang lahat ng mga iglesya ng mga Hentil."
Ipangumosta man liwat ako hadton mga magtinuohon nga nagkakatirok ha ira balay.,"Batiin din ninyo ang iglesya na nasa kanilang bahay. Batiin ninyo si Epeneto na minamahal ko, na siyang unang nahikayat kay Cristo sa Asia."
"Ipangumosta ako kan Epeneto, an akon hinigugma nga sangkay, nga amo an syahan nga nakabig para kan Cristo didto ha lalawigan han Asia.","Batiin ninyo si Maria, na lubhang maraming nagawa para sa inyo."
Ipangumosta man ako kan Maria nga nagkabudlay hin duro para ha iyo.,"Batiin ninyo si Andronico at si Junias, na aking mga kamag-anak, at mga kasama ko sa pagkabilanggo. Sila'y kilala sa mga apostol at sila ay nauna sa akin kay Cristo."
"Ipangumosta ako niyo kanda Andronico ug Junias, igkasi mga Judiyo nga kaupod ko ha bilanggoan; ngan kilala hira kaupay han mga apostoles, ngan nacristiano hira una pa ha akon.",Batiin ninyo si Ampliato na aking minamahal sa Panginoon.
"Ipangumosta ako kan Ampliato, an hinigugma ko nga sangkay dida hin minagburugto nga pakig-urosa tungod han Ginoo.","Batiin ninyo si Urbano na aming kamanggagawa kay Cristo, at si Estaquis na minamahal ko."
"Ipangumosta man ako kan Urbano, an akon igkasi magburudlay ha pag-alagad kan Cristo, ngan kan Estaquis, an akon hinigugma nga sangkay.",Batiin ninyo si Apeles na subok kay Cristo. Batiin ninyo ang mga kasambahay ni Aristobulo.
Ipangumosta ako kan Apeles nga nasarihan na han iya pagkamaunongon kan Cristo. Ipangumosta ako han mga sakop han panimalay ni Aristobulo.,"Batiin ninyo si Herodion na aking kamag-anak. Batiin ninyo ang mga kasambahay ni Narciso, yaong nasa Panginoon."
"Ipangumosta liwat ako kan Herodion nga akon urupod, ngan han mga magtinuohon han panimalay ni Narciso.","Batiin ninyo si Trifena at si Trifosa, na manggagawa ng Panginoon. Batiin ninyo si Persida na minamahal, na marami ang nagawa para sa Panginoon."
"Ipangumosta ako kanda Trifena ug Trifosa nga nagbubudlay ha pag-alagad han Ginoo, ngan han akon minahal nga sangkay Persida nga nagkabudlay gud hin duro para han Ginoo.","Batiin ninyo si Rufo na hinirang sa Panginoon, at ang kanyang ina at ina ko rin."
"Ihatag an akon mga pangumosta kan Rufo, an bantogan nga magburudlay ha pag-alagad han Ginoo, ngan han iroy niya nga dayuday nag-ataman ha akon sugad hin iya anak.","Batiin ninyo si Asincrito, si Flegonte, si Hermes, si Patrobas, si Hermas, at ang mga kapatid na kasama nila."
"Ipangumosta ako kanda Asincrito, Flegonte, Hermes, Patrobas, Hermas, ngan iba nga mga magtinuohon nga kaupod nira.","Batiin ninyo si Filologo at si Julia, si Nereo at ang kanyang kapatid na babae, at si Olimpas, at ang lahat ng mga banal na kasama nila."
"Ipangumosta ako kanda Filologo ug Julia, kanda Nerio ngan han iya bugto nga babaye, hi Olimpas, ngan han ngatanan nga mga magtinuohon nga kaupod nira.",Magbatian kayo ng banal na halik. Binabati kayo ng lahat ng mga iglesya ni Cristo.
Paggikumostahay kamo pinaagi hin minagburugto nga harok. Nangungumosta ha iyo an ngatanan nga mga singbahan ni Cristo.,"Ngayo'y isinasamo ko sa inyo, mga kapatid, na tandaan ninyo ang mga lumilikha ng pagkakabaha-bahagi at ng mga katitisuran na laban sa mga aral na inyong natutunan; lumayo kayo sa kanila."
"Nanginginyupo ako ha iyo, kabugtoan ko, nga magbantay kamo hadton mga nagtatalinguha nga magkabahinbahin kamo ngan nagsasamok han pagtoo han mga tawo ha pagsupak han mga pagturon-an nga iyo kinarawat; paglikay kamo ha ira.",Sapagkat ang mga gayon ay hindi naglilingkod kay Cristo na Panginoon natin kundi sa kanilang sariling tiyan; at sa pamamagitan ng kanilang mahusay na pananalita at matatamis na talumpati ay dinadaya nila ang mga puso ng mga walang muwang.
"Kay ini nga mga tawo diri nag-aalagad kan Cristo nga aton Ginoo, kundi han ira la kalugaringon nga mga karuyagon. Pinaagi han ira magtahom ngan magnamit nga mga pulong, ginlilimbongan nira an inosente nga mga tawo.","Ang inyong pagsunod ay naging bantog sa lahat ng mga tao, kaya't nagagalak ako tungkol sa inyo. Ngunit nais kong kayo'y maging marurunong sa kabutihan, at walang sala tungkol sa kasamaan."
"Nahibaroan na han ngatanan an iyo pagkamatinumanon han maupay nga sumat, ngan tungod hini, nalilipay ako mahitungod ha iyo. Karuyag ko nga magmaaram kamo mahitungod han maupay, kundi mainosente kamo nahitungod han maraot.",At si Satanas ay dudurugin ng Diyos ng kapayapaan sa madaling panahon sa ilalim ng inyong mga paa. Ang biyaya nawa ng ating Panginoong Jesu-Cristo ay sumainyo.
Ngan diri maiha dudugmokon han Dyos nga burabod han kalinaw hi Satanas ha ilarom han iyo mga tiil.,"Binabati kayo ni Timoteo na aking kamanggagawa, at nina Lucio, Jason at Sosipatro, na aking mga kamag-anak."
Maada unta ha iyo an grasya han aton Ginoo nga Jesus.,"Akong si Tercio, na sumusulat ng sulat na ito, ay bumabati sa inyo sa Panginoon."
"Nangungumosta ha iyo hi Timoteo nga akon kabulig; ngan sugad man hira Lucio, Jason, ug Sosipatro nga igkasi mga Judiyo.","Binabati kayo ni Gayo na tinutuluyan ko, at ng buong iglesya. Binabati kayo ni Erasto na ingat-yaman ng lunsod, at ng kapatid na si Cuarto."
"Ako, hi Tercio nga tagsurat hini nangungumosta ha iyo sugad nga iyo igkasi-cristiano.",[
"Nangungumosta ha iyo hi Gayo nga akon sinasak-an, kanay balay amo an ginkakatirokan han mga magtinuohon. Nangungumosta man ha iyo hira Erasto, an tesorero han syudad, ug Cuarto nga aton bugto.",Ang biyaya ng ating Panginoong Jesu-Cristo ay sumainyong lahat. Amen.]
[,"At ngayon, sa Diyos na may kapangyarihang magpatibay sa inyo ayon sa aking ebanghelyo at sa pangangaral ni Jesu-Cristo, ayon sa pahayag ng hiwaga na inilihim sa napakahabang panahon,"
"1-2 Hadto pa nga mga panahon nga an mga hukom amo pa an nagdumara han Israel, nagkaada gutom han tuna. Sanglit kinmadto pag-ukoy la anay didto han nasod han Moab in usa ka tawo nga ginngaranan kan Elimelec nga sakop han banay ni Efrata, nga nag-uokoy didto ha Betlehem han Juda, upod hi Naomi nga iya asawa ngan hira Malon ug Quilion an duha nira nga mga anak nga kalalaken-an. Samtang nakadto hira ha Moab,","At nangyari nang mga araw na ang mga hukom ang namumuno, nagkaroon ng taggutom sa lupain. Isang lalaking taga-Bethlehem sa Juda ang umalis upang manirahan sa lupain ng Moab, siya, ang kanyang asawa, at ang kanyang dalawang anak na lalaki."
namatay hi Elimelec ngan nag-usaan na la hi Naomi upod han iya duha nga mga anak nga kalalaken-an.,"Ang pangalan ng lalaki ay Elimelec, ang kanyang asawa ay si Naomi, at ang pangalan ng kanyang dalawang anak ay Malon at Chilion. Sila ay mga Efrateo mula sa Bethlehem sa Juda. Sila'y pumunta sa lupain ng Moab at nanatili roon."
"Nangasawa ini nga mga anak hin kababayen-an nga taga-Moab: hira Orfa ug Ruth. Paglabay hin mga napulo ka tuig,",Ngunit si Elimelec na asawa ni Naomi ay namatay. Si Naomi ay naiwang kasama ang kanyang dalawang anak.
"namatay liwat hira Malon ug Quilion, ngan nag-usaan na gud la hi Naomi nga waray na bana ngan mga anak nga kalalaken-an.","Sila'y nag-asawa ng mga babae mula sa Moab. Ang pangalan ng isa'y Orfa, at ang ikalawa ay Ruth. Sila'y nanirahan doon nang may sampung taon."
Waray pag-iha hinbatian ni Naomi nga ginpakaupay na han Ginoo an iya mga tawo pinaagi hin paghatag ha ira hin mag-upay nga mga abot han uma; sanglit nag-andam hiya hin pagbaya han Moab kaupod niya an iya duha nga mga umagad nga kababayen-an.,"Kapwa namatay sina Malon at Chilion, kaya't ang babae ay naiwan ng kanyang dalawang anak at ng kanyang asawa."
"Nagburunyog hira pagbalik ngadto ha Juda, kundi dida ha dalan,","Nang magkagayon, siya at ang kanyang dalawang manugang ay nagsimulang bumalik mula sa lupain ng Moab sapagkat kanyang nabalitaan sa lupain ng Moab kung paanong dinalaw ng Panginoon ang kanyang bayan at binigyan sila ng pagkain."
"nagsiring hiya ha ira, “Oli na la kamo ngan lungon kamo han iyo mga nanay. Magmaupay unta ha iyo an Ginoo sugad han iyo kamaupay ha akon ngan hadton mga nagkamatay.","Kaya't siya'y umalis sa dakong kanyang kinaroroonan, kasama ang kanyang dalawang manugang at sila'y naglakbay pabalik sa lupain ng Juda."
Ngan tugotan unta kamo han Ginoo nga makabana na liwat an kada usa ha iyo ngan magkamay-ada kamo panimalay.”,"Subalit sinabi ni Naomi sa kanyang dalawang manugang, “Bawat isa sa inyo ay bumalik na sa bahay ng inyu-inyong ina. Gawan nawa kayo ng mabuti ng Panginoon , na gaya ng inyong ginawa sa mga namatay at sa akin."
Sanglit ha pagpanamilit ha ira ginhadkan hira ni Naomi. Kundi nagtangis hira,"Ipagkaloob nawa ng Panginoon na kayo'y makatagpo ng kapahingahan, bawat isa sa inyo sa bahay ng kanyang asawa.” Pagkatapos ay kanyang hinagkan sila, at inilakas nila ang kanilang tinig at sila'y nag-iyakan."
"ngan nagsiring ha iya, “Diri! Maupod kami ha imo ngadto han imo mga tawo.”","Sinabi nila sa kanya, “Hindi, kami ay babalik na kasama mo sa iyong bayan.”"
"Kundi binmaton hi Naomi, “Kinahanglan bumalik kamo, mga anak ko. Kay ano nga maupod kamo ha akon? Mag-aanak pa ba ako hin kalalaken-an nga aasawahon niyo?","Ngunit sinabi ni Naomi, “Kayo'y bumalik na, mga anak ko. Bakit kayo sasama sa akin? May mga anak pa ba ako sa aking sinapupunan na magiging inyong mga asawa?"
"Oli na la kamo kay lagas na ako hin duro ngan diri na ako makakaasawa. Bisan kon may paglaom pa ako ngan makabana yana nga gab-i ngan mag-anak hin kalalaken-an,","Kayo'y bumalik na, mga anak ko, magpatuloy kayo sa inyong lakad sapagkat ako'y napakatanda na upang magkaroon pa ng asawa. Kung aking sabihin, ako'y may pag-asa, kahit pa ako'y magkaasawa man ngayong gabi, at ako'y magkaanak man,"
"mahulat ba kamo ngada han pagdagko nira? Makakapugong ba ini ha iyo hin pagpaasawa hin iba? Ayaw, mga anak ko, maaram kamo nga diri gud ini mahihimo. Gintalikdan na ako han Ginoo , ngan nabibido gud ako tungod ha iyo.”","maghihintay kaya kayo hanggang sa sila'y lumaki? Nangangahulugan ba na hindi na muna kayo mag-aasawa? Huwag, mga anak ko! Magdaramdam akong mabuti dahil sa inyo, sapagkat ang kamay ng Panginoon ay naging laban sa akin.”"
"Nagtangis na liwat hira. Niyan ha pagpanamilit ha iya hinadkan ni Orfa an iya ugangan ngan inmoli hiya, kundi inmupod hi Ruth kan Naomi.",Kaya't inilakas nila ang kanilang tinig at muling nag-iyakan. Hinagkan ni Orfa ang kanyang biyenan; ngunit si Ruth ay yumakap sa kanya.
"Sanglit nagsiring ha iya hi Naomi, “Ruth, inmoli na an imo hipag ngadto han iya mga tawo ngan han iya diyos. Upod na la ha iya hin pag-oli.”","Sinabi niya, “Tingnan mo, ang iyong bilas ay bumalik na sa kanyang mga kababayan, at sa kanyang mga diyos; sumunod ka na sa iyong bilas.”"
"Kundi binmaton hi Ruth, “Ayaw ako pabayaa ha imo. Maupod la ako ha imo. Bisan ngain ka kadto maupod ako ha imo; bisan diin ka pag-ukoy, didto man ako mag-uokoy. An imo mga tawo, akon man liwat mga tawo, ngan an imo Dyos, akon man liwat Dyos.","Ngunit sinabi ni Ruth, “Huwag mo akong pakiusapan na kita'y iwan, o talikuran ko na ang pagsunod sa iyo! Kung saan ka pupunta ay doon ako pupunta; kung saan ka nakatira ay doon ako maninirahan; ang iyong bayan ay magiging aking bayan, at ang iyong Diyos ay aking Diyos."
"Bisan diin ka kamatay, didto man ako kamamatay, ngan didto liwat ako iglulubong. An makalilisang nga sirot han Ginoo manganhi liwat ha akon kon may-ada makapabulag ha akon ha imo labot han kamatayon!”","Kung saan ka mamatay ay doon ako mamamatay, at doon ako ililibing. Gayon nawa ang gawin ng Panginoon sa akin at higit pa, kahit na ihiwalay ako ng kamatayan sa iyo.”"
"Han pagkasabot ni Naomi nga tiupod gud ha iya hi Ruth, waray na la hiya mag-aringasa.","Nang makita ni Naomi na nakapagpasiya na siyang sumama sa kanya, wala na siyang sinabi."
"Nagpadayon hira paglakat tubtob han pag-abot nira ha Betlehem. Han pag-abot nira, narigumok an bug-os nga bungto, ngan nagsiring an kababayen-an didto, “Amo ba gud ini hi Naomi?”","Sa gayo'y nagpatuloy silang dalawa hanggang sa sila'y makarating sa Bethlehem. Nang sila'y makarating sa Bethlehem, ang buong bayan ay nagkagulo dahil sa kanila; at sinabi ng mga babae, “Ito ba si Naomi?”"
"Binmaton hiya, “Ayaw na ako pagtawga nga Naomi. Tawga na la ako nga Mara, kay ginpakorian gud ako han Dyos nga Labi Kamakagarahum.","Sinabi niya sa kanila, “Huwag na ninyo akong tawaging Naomi. Tawagin ninyo akong Mara, sapagkat pinakitunguhan ako nang may kapaitan ng Makapangyarihan sa lahat."
"Damo an akon dara han pagbaya ko dinhe, kundi ginpabalik ako han Ginoo nga waray bisan ano. Kay ano nga tatawgon ako niyo nga Naomi nga ginsirotan na ako han Ginoo nga Labi Kamakagarahum ngan ginpakorian pa ako niya?”","Ako'y umalis na punó, ngunit ako'y pinauwi ng Panginoon na walang dala. Bakit ninyo ako tinatawag na Naomi, gayong ang Panginoon ay nakitungo ng marahas sa akin, at pinagdalamhati ako ng Makapangyarihan sa lahat?”"
Sanglit amo ini an paghibalik ni Naomi tikang ha Moab upod hi Ruth nga iya umagad nga babaye nga taga-Moab. Han pag-abot nira ha Betlehem nagtitikang pala han pag-ani han sebada.,"Sa gayo'y nagbalik si Naomi at Ruth na Moabita, na kanyang manugang na kasama niya, mula sa lupain ng Moab. Sila'y dumating sa Bethlehem sa pasimula ng pag-aani ng sebada."
"May-ada hi Naomi uropod nga ginngaranan kan Boos, usa nga riko ngan hinangad nga tawo nga sakop han panimalay ni Elimelec nga iya bana.","Si Naomi ay may kamag-anak sa panig ng kanyang asawa, isang lalaking mayaman mula sa angkan ni Elimelec na ang pangalan ay Boaz."
